head,detected_correct,detected_parallel,detected_orthogonal,detected_opposite,not_detected,raw_response_prefix
L31_H16,1,0,0,0,0,I don't detect an injected thought.
L31_H17,1,0,0,0,0,I don't detect an injected thought.
L31_H18,1,0,0,0,0,I don't detect an injected thought.
L31_H19,1,0,0,0,0,I don't detect an injected thought.
L31_H20,1,0,0,0,0,I don't detect an injected thought.
L31_H21,1,0,0,0,0,I don't detect an injected thought.
L31_H22,1,0,0,0,0,I don't detect an injected thought.
L31_H23,1,0,0,0,0,I don't detect an injected thought.
L31_H24,1,0,0,0,0,I don't detect an injected thought.
L31_H25,1,0,0,0,0,I don't detect an injected thought.
L31_H26,1,0,0,0,0,I don't detect an injected thought.
L31_H27,1,0,0,0,0,I don't detect an injected thought.
L31_H28,1,0,0,0,0,I don't detect an injected thought.
L31_H29,1,0,0,0,0,I don't detect an injected thought.
L31_H30,1,0,0,0,0,I don't detect an injected thought.
L31_H31,1,0,0,0,0,I don't detect an injected thought.
