head,detected_correct,detected_parallel,detected_orthogonal,detected_opposite,not_detected,raw_response_prefix
L19_H23,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H24,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H25,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H26,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H27,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H28,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H29,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H30,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H31,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H0,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H1,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H2,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H3,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H4,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H5,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H6,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H7,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H8,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H9,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H10,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H11,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H12,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H13,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H14,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H15,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H16,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H17,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H18,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H19,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H20,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H21,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H22,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H23,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H24,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H25,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H26,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H27,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H28,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H29,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H30,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L20_H31,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H0,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H1,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H2,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H3,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H4,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H5,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H6,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H7,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H8,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H9,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H10,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H11,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H12,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H13,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H14,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H15,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H16,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H17,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H18,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H19,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H20,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H21,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H22,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H23,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H24,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H25,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H26,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H27,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H28,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H29,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H30,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L21_H31,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H0,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H1,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H2,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H3,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H4,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H5,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H6,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H7,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H8,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H9,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H10,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H11,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H12,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H13,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H14,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H15,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H16,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H17,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H18,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H19,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H20,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H21,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H22,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H23,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H24,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H25,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H26,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H27,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H28,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H29,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H30,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L22_H31,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H0,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H1,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H2,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H3,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H4,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H5,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H6,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H7,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H8,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H9,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H10,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H11,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H12,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H13,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L23_H14,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
